title,appid,type,price,release_year,required_age,is_multiplayer
Coffin Dodgers,320540,game,10.99,2015,0,1
Cursed Sight - Original Soundtrack,372660,dlc,3.99,2015,0,0
The Amazing Spider-Man 2™,267550,game,39.99,2014,0,0
Wondershot,430190,game,12.99,2016,0,1
Genesis Online,409510,game,0,2015,0,1
Warhammer: Arcane Magic,440330,game,3.99,2016,0,0
Magic 2013 “Born of Flame” Deck Key ,97362,dlc,0.99,2012,0,1
MagNets,343020,game,10.99,2015,0,1
The Elder Scrolls® Online: Tamriel Unlimited™,306130,game,59.99,2015,17,0
Fill Up!,405050,game,2.99,2016,0,0
The Church in the Darkness ™,339830,game,0,1970,0,0
Darkest of Days,37700,game,19.99,2009,0,0
X-Plane 10 Global - 64 Bit - Europe Scenery,294560,dlc,0,2014,0,1
Fantasy Grounds - Fiery Dragon Counter Collection: Epic 1,347103,dlc,5.99,2015,0,1
Kaiju-A-GoGo: Plant Zombie Shrubby Skin,393990,dlc,0.99,2015,0,0
The Lab,450390,game,0,2016,0,0
Season Match,320630,game,3.99,2014,0,0
Tropico 5 - Map Pack,306401,dlc,0,2015,0,1
I must kill...: Fresh Meat,420880,game,0,2015,0,0
RPG Maker MV - Pop! Horror City,455220,dlc,14.99,2016,0,0
Lords of the Realm,254920,game,1.99,2015,0,0
COH 2 - Soviet Skin: (L) Winter Whitewash Voronezh Front,231488,dlc,1.99,2013,0,1
Robot Exploration Squad,393600,game,2.99,2015,0,0
I Am Vegend - Zombiegeddon,302460,game,4.99,2014,0,0
Influent DLC - Svenska [Learn Swedish],286965,dlc,4.99,2014,0,0
Rocksmith® 2014 – The Killers - “When You Were Young”,295036,dlc,2.99,2014,0,0
Trial by Viking Demo,455920,demo,0,2016,0,0
Fairies vs. Darklings: Arcane Edition,434230,game,2.99,2016,0,0
Astro Emporia,346080,game,1.99,2015,0,0
Europa Universalis III: Medieval SpritePack,25813,dlc,1.99,2011,0,1
JumpJet Rex - Soundtrack,364400,dlc,3.99,2015,0,0
Envy the Dead,453960,game,4.99,2016,0,0
Freedom Planet Demo,311950,demo,0,2014,0,0
EDEN STAR,259570,game,19.99,2015,0,1
Assassins vs Pirates,425150,game,0,2016,0,1
Agapan,344260,game,7.99,2015,0,0
Ship Simulator Extremes: Sigita Pack,48802,dlc,3.99,2011,0,1
Luna: Shattered Hearts: Episode 1,331400,game,2.99,2014,16,0
The Howler - Soundtrack,457990,dlc,0.99,2016,0,0
The Adventures of Tree,354860,game,9.99,2016,0,0
BLACKHOLE Original Soundtrack,445920,dlc,3.99,2016,0,0
Mushihimesama V1.5,387920,dlc,4.99,2015,0,0
Strike Suit Zero,209540,game,19.99,2013,0,0
Soulbringer,283310,game,9.99,2014,0,0
Who Is Mike - A Visual Novel,377430,game,0,2015,0,0
Blackguards Demo,273450,demo,0,2014,0,0
Rocksmith® 2014 – Band of Merrymakers - “Must Be Christmas”,390400,dlc,2.99,2015,0,0
Tyler,390460,game,4.99,2016,0,1
Deficis Demo,385820,demo,0,2015,0,0
Call of Duty®: Advanced Warfare - Tiki Personalization Pack,343591,dlc,1.99,2015,17,1
RPG Maker 2000,383730,game,24.99,2015,0,0
Loki,7260,game,9.99,2007,0,1
Wargame: European Escalation,58610,game,9.99,2012,0,1
Rocksmith® 2014 – My Chemical Romance - “Helena”,390456,dlc,2.99,2016,0,0
Zxill: A Legend of Time,397830,game,6.99,2015,0,0
The Humans (DLC),278120,dlc,0,2014,0,0
RPG Maker: Fantasy Hero Character Pack,265464,dlc,14.99,2014,0,0
J.U.L.I.A.:Among the Stars - Soundtrack Hintbook Untold,360340,dlc,4.99,2016,0,0
Trine Enchanted Edition,35700,game,14.99,2009,0,1
Haunt the House: Terrortown,270630,game,4.99,2014,0,0
Chronostorm: Siberian Border,361890,game,0.99,2015,0,0
Tomb Raider: Pistol Burst,208804,dlc,0.99,2013,0,1
Rocksmith® 2014 – Golden Bomber - “Death Mental”,258400,dlc,2.99,2013,0,0
BR Railfreight OTA Wagon Pack,326003,dlc,4.99,2015,0,0
The Haunted: Hells Reach,43190,game,14.99,2011,17,1
Exostorm,350000,game,3.99,2015,0,0
HOARD: Flame-Broiled SANDwich,63004,dlc,1.99,2011,0,1
Disney Infinity 3.0 - Stitch,401036,dlc,4.99,2015,0,0
Robotpencil Presents: How To Finish a Painting,413970,video,14.99,2015,0,0
Hollywood Visionary,365210,game,4.99,2015,0,0
Duels 2013 Collective Might Deck Key,97388,dlc,0.99,2012,0,1
Dollar Dash - More Ways to Win DLC,214330,dlc,2.99,2013,0,1
Vernon's Legacy,367010,game,9.99,2016,0,0
Train Simulator: London to Brighton Route Add-On,208280,dlc,19.99,2012,0,0
Super Street Fighter IV: Arcade Edition - Complete Challengers 2 Pack,45796,dlc,4.99,2011,0,1
Pixel Piracy OST,365970,dlc,3.99,2015,0,0
Jack Orlando: Director's Cut,253960,game,4.99,2013,0,0
Rocksmith® 2014 – Social Distortion - “Ball and Chain”,369799,dlc,2.99,2015,0,0
Starpoint Gemini Warlords,419480,game,24.99,2016,0,0
Rocksmith - Rush - Limelight,206179,dlc,2.99,2012,0,0
Frontline Tactics - Desert Camouflage,223318,dlc,0.99,2013,0,1
Prometheus - The Fire Thief,361110,game,4.99,2015,0,0
Lovers in a Dangerous Spacetime,252110,game,14.99,2015,0,0
Street Fighter V,310950,game,59.99,2016,0,1
Ridge Racer™ Unbounded - Ridge Racer™ 7 Machine Pack,207113,dlc,1.99,2012,0,1
Schein Demo,321930,demo,0,2014,0,0
Hard Reset Extended Edition,98400,game,14.99,2012,17,0
Rocksmith - Pearl Jam Song Pack,222139,dlc,7.99,2013,0,0
Conflict Desert Storm™,211780,game,6.99,2012,0,0
Fantasy Grounds - Top-down Tokens - Heroic 3,347492,dlc,4.99,2015,0,1
Heaven's Hope - Special Edition,404510,game,19.99,2016,0,0
Battlegrounds of Eldhelm,329020,game,0,2014,0,1
FSX: Steam Edition - VFR Real Scenery Vol. 1 (SE England),320989,dlc,16.99,2015,0,1
Hover : Revolt Of Gamers,280180,game,19.99,2015,0,1
Mordheim: City of the Damned,276810,game,39.99,2015,0,1
RER2 Episode Three: Judgment,320350,dlc,5.99,2015,0,0
Boot Hill Heroes,313470,game,8.99,2014,0,0
Chicken Invaders 2 - Christmas Edition,450100,dlc,1.99,2016,0,0
Saints Row IV - College Daze Pack,247309,dlc,1.99,2014,17,0
Angels of Fasaria: Version 2.0,335900,game,19.99,2014,0,0
Game of Thrones,208730,game,19.99,2012,0,0
Football Manager Touch 2016 - Foreign Influx,403767,dlc,1.59,2015,0,0
Cities: Skylines - Snowfall,420610,dlc,12.99,2016,0,0
Alea Jacta Est,313660,game,24.99,2014,0,1
DEUS EX MACHINA 2,353610,game,6.99,2015,0,0
Divide By Sheep,252130,game,4.99,2015,0,0
Templar Battleforce,370020,game,9.99,2015,0,0
Ride the Bullet,364130,game,3.99,2015,0,0
DRAGON BALL XENOVERSE GT PACK 2 (+ Mira and Towa),344462,dlc,9.99,2015,0,1
Rocksmith® 2014 – Hotei Song Pack,258357,dlc,7.99,2013,0,0
Sentinels of the Multiverse Demo,407960,demo,0,2015,0,0
Super Chibi Knight Original Sound Track (OST),373780,dlc,0.99,2015,0,0
Ares Omega,405440,game,9.99,2016,0,0
So Long Earth Soundtrack,463310,dlc,1.99,2016,0,0
Draw Rider,448610,game,1.99,2016,0,1
This War of Mine,282070,game,19.99,2014,0,0
DARK SOULS™ III,374320,game,59.99,2016,17,1
Party Jousting - Character Pack,439450,dlc,0.99,2016,0,0
Brick-Force,335330,game,0,2014,0,1
Project CARS - US Race Car Pack,334793,dlc,3.49,2016,0,1
Trials Evolution Gold Edition - Demo,228860,demo,0,2013,0,1
A Vampyre Story,313870,game,19.99,2014,0,0
DARK,225360,game,19.99,2013,17,0
Mind Snares: Alice's Journey,363330,game,9.99,2015,0,0
Vertigo Demo,465470,demo,0,2016,0,0
OlliOlli2: Welcome to Olliwood,365660,game,14.99,2015,0,1
Rocksmith® 2014 – Hit Singles Song Pack V,436593,dlc,9.99,2016,0,0
Castlevania: Lords of Shadow 2 - Armored Dracula Costume,273150,dlc,0.99,2014,17,0
Medieval Blocks - Substance Designer Tutorial,441450,video,15,2016,0,0
Leave Me Alone,444520,game,2.99,2016,0,0
Freestyle2: Street Basketball,339610,game,0,2015,0,1
Army of Tentacles: New Game+ Benefits,456880,dlc,0,2016,0,0
DmC Devil May Cry: Bloody Palace Mode,229080,dlc,39.99,2013,17,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC6 Suit Pack,301895,dlc,1.99,2014,0,1
Hostile Dimension,371410,game,4.99,2015,0,1
DCS: Black Shark 2,240280,dlc,39.99,2013,0,1
RaceRoom - DTM Experience 2013,272770,dlc,15.99,2014,0,1
Pirates of Black Cove,49330,game,9.99,2011,0,0
Company of Heroes 2 - Victory at Stalingrad Mission Pack,231480,dlc,9.99,2013,17,1
Hard Reset: Exile DLC,98421,dlc,0,2012,17,0
Mayhem Intergalactic Demo,18610,demo,0,2009,0,1
Typer Shark! Deluxe Free Demo,3452,demo,0,1970,0,0
Depth Hunter 2: Deep Dive,248530,game,14.99,2014,0,0
Audials Tunebite 12 - Upgrade to Audials One Suite,393720,dlc,39.99,2015,0,0
Borderlands 2: Psycho Supremacy Pack,224164,dlc,0.99,2013,17,0
BloodRayne,3810,game,9.99,2006,17,0
STAR WARS™ Jedi Knight - Dark Forces II,32380,game,5.99,2009,0,1
Sword of the Stars: The Pit - Necromancer,345470,dlc,1.99,2015,0,0
Cho Dengeki Stryker All Ages Version,321190,game,34.99,2014,0,0
Dino D-Day Comic - Issue #1,344290,dlc,0.99,2015,0,1
Age of Enigma: The Secret of the Sixth Ghost,362740,game,9.99,2015,0,0
Train Simulator: E18 Loco Add-On,65254,dlc,24.99,2012,0,0
Kung Fu Panda: Master Chicken and Li,413810,dlc,0,2016,0,1
Tomb Raider II,225300,game,6.99,2012,13,0
Rocksmith - Fall Out Boy Song-Pack,222088,dlc,11.99,2013,0,0
Pacific Storm Allies,11260,game,13.99,2008,0,1
IHF Handball Challenge 14,279460,game,9.99,2014,0,1
Crystal Story II - Soundtrack,346480,dlc,2.99,2015,0,0
Intake,237760,game,9.99,2013,0,0
Syber Steam Machine,353420,hardware,0,2015,0,0
Hard Room,431560,game,1.99,2016,0,0
Knights and Merchants,253900,game,6.99,2013,0,1
Commandos: Beyond the Call of Duty,6810,game,3.99,2007,0,1
Rocksmith® 2014 – The Black Keys - “Your Touch”,390393,dlc,2.99,2015,0,0
Virtual Villagers: The Lost Children Demo,16150,demo,0,2008,0,0
Elemental Heroes - Upgrade All Storages to 10th Level,449604,dlc,29.99,2016,13,1
8-Bit Commando,287860,game,2.99,2014,0,0
Orion Trail,381260,game,9.99,2015,0,0
Diamond Dan Demo,70510,demo,0,2010,0,0
The Sun and Moon,321560,game,6.99,2014,0,0
Scary Movie 2,421500,video,3.99,2016,0,0
Space Hulk Ascension - Salamanders,347980,dlc,7.99,2015,0,0
Pac-Man Championship Edition DX+: Big Eater Course,246251,dlc,1.99,2013,0,0
Broken Sword 3 - the Sleeping Dragon,33610,game,5.99,2009,0,0
Armor Clash,395600,game,9.99,2015,0,1
Disposable Heroes,366180,game,6.99,2016,0,0
MachineCraft PREMIUM,398820,dlc,9.99,2016,0,1
Make it indie!,357900,game,0.99,2015,0,0
EverQuest : The Broken Mirror,420390,dlc,34.99,2015,0,0
Clustertruck,397950,game,0,1970,0,0
Rocksmith® 2014 – R.E.M. - “Everybody Hurts”,271428,dlc,2.99,2014,0,0
Spheritis,314050,game,8.99,2015,0,0
The Dungeoning,295870,game,6.99,2014,0,0
Rocksmith® 2014 – The Cars - “Just What I Needed”,342780,dlc,2.99,2015,0,0
DCS: L-39 Albatros,316965,dlc,49.99,2015,0,1
World Of Leaders - Premium Pack,338240,dlc,19.99,2014,0,0
MISSING: An Interactive Thriller - Episode One,354650,game,3.99,2015,0,0
Front Mission Evolved: Wanzer Pack 3,43014,dlc,3.99,2010,0,0
Collateral,297390,game,24.99,2014,0,0
Animal Gods: Original Soundtrack,403540,dlc,4.99,2015,0,0
Astral Domine Demo,465940,demo,0,2016,0,0
Masterspace,282860,game,13.99,2015,0,1
Hostile Waters: Antaeus Rising,267980,game,9.99,2014,0,0
The Curse of Nordic Cove,358000,game,0.99,2015,0,0
Badland Bandits - Raw Power Skins,391010,dlc,14.99,2015,0,1
BattleSouls,392060,game,0,2016,0,1
RoboBlitz Demo,4310,demo,0,2006,0,0
Hypersensitive Bob,444270,game,4.99,2016,0,0
The Beginner's Guide Soundtrack,406460,dlc,12.99,2015,0,0
Running Shadow - Moon Avenger Suit,351671,dlc,4.99,2015,0,0
La Tale - Gambler's Pack,324913,dlc,34.99,2014,0,1
Judgment: Apocalypse Survival Simulation,455980,game,14.99,2016,0,0
Europe at War,342370,mod,0,2015,0,1
Lords of the Fallen™ Artbook,328820,dlc,29.99,2014,0,0
Company of Heroes 2 - Ardennes Assault: Fox Company Rangers,323230,dlc,4.99,2014,17,0
Max Payne 3: Deathmatch Made In Heaven Pack,211523,dlc,4.99,2013,17,1
In Space We Brawl,359450,game,8.99,2015,0,0
Major\Minor,417990,game,9.99,2015,0,0
FortressCraft Evolved: Skin Pack #1,443690,dlc,7.99,2016,0,1
Yet Another Zombie Defense,270550,game,1.99,2014,0,1
Blitzkrieg 2 Anthology,313500,game,4.99,2014,0,0
Invisible Inc.,243970,game,19.99,2015,0,0
Trials Fusion Season Pass,287330,dlc,19.99,2014,0,1
Cube Destroyer,440760,game,2.99,2016,0,0
Metro: Last Light - Chronicles Pack,222807,dlc,4.99,2013,17,0
Aviary Attorney Soundtrack,427650,dlc,7.99,2015,0,0
Marvel Heroes 2015 - Spider-Man Hero Pack,226337,dlc,19.99,2013,0,0
Stronghold Crusader HD,40970,game,9.99,2013,0,1
CoH 2 - Soviet Commander: Urban Defense Tactics,249083,dlc,3.99,2013,17,1
DC Universe Online™ - Episode Pack I,361181,dlc,14.99,2015,0,1
Trials Fusion - Fault One Zero,337740,dlc,4.99,2015,0,1
Super Dungeon Run,382480,game,4.99,2015,0,0
Into the Dark: Ultimate Trash Edition,266050,game,9.99,2014,18,0
Big Journey to Home - Official Soundtrack,390630,dlc,0.99,2015,0,0
Dungeon Defenders Lucky Costume Pack,208540,dlc,0.99,2012,0,0
Cosmic Trip,427240,game,0,1970,0,0
Awesomenauts - Pimpy G. Skin,204318,dlc,2.49,2013,0,1
ThreadSpace: Hyperbol Demo,2730,demo,0,2007,0,1
Hot Tin Roof: The Cat That Wore A Fedora,253390,game,14.99,2015,0,0
Razor2: Hidden Skies,34920,game,9.99,2010,0,0
Borderlands 2,49520,game,19.99,2012,17,0
Faerie Solitaire,38600,game,9.99,2010,0,0
Crash Landing,433120,game,9.99,2016,0,0
CRYENGINE - Wwise Project DLC,325670,game,0,2014,0,0
Might & Magic: Duel of Champions - Griffin Bane Pack,291509,dlc,24.99,2014,0,1
Legends of Persia,301220,game,19.99,2014,0,0
Blood Knights,258220,game,14.99,2013,0,0
Escape Rosecliff Island Demo,3602,demo,0,2009,0,0
Disney Infinity 3.0 - Twilight of the Republic Play Set,400894,dlc,19.99,2015,0,0
RPG Maker: Sci-Fi Music Pack,332290,dlc,24.99,2015,0,0
Runers Demo,317210,demo,0,2014,0,0
Monsters & Monocles,328510,game,0,1970,0,1
Ground Pounders Demo,289740,demo,0,2014,0,1
Upwards Lonely Robot,417900,game,9.99,2016,0,1
Hardcore Package Part 2 / for Hacker Evolution,279820,dlc,1.99,2014,0,0
Raptor: Call of the Shadows (1994 Classic Edition),358360,game,4.99,2014,0,0
Train Simulator: BR Class 101 DMU Add-On,222579,dlc,7.99,2013,0,0
Weapon of Choice - Soundtrack,408160,dlc,1.99,2015,0,0
SCS deORBIT,337700,game,4.99,2015,0,0
Space Pilgrim Episode I: Alpha Centauri,429470,game,1.99,2015,0,0
Dream Factory,408440,game,14.99,2015,0,0
A.V.A - Alliance of Valiant Arms,102700,game,0,2011,0,1
Fiends of Imprisonment,410590,game,1.99,2015,0,0
Axis Game Factory Demo,265530,demo,0,2013,0,1
Fallout 4,377160,game,59.99,2015,17,0
USFIV: Shoryuken Vacation Pack,308261,dlc,3.99,2014,0,1
Street Fighter X Tekken: Dhalsim (Swap Costume),210036,dlc,0.99,2012,0,1
Tcheco in the Castle of Lucio,377600,game,0.99,2015,0,0
STAR WARS™: TIE Fighter Special Edition,355250,game,9.99,2015,0,0
Nebulous,370140,game,9.99,2016,0,0
Brothers in Arms: Road to Hill 30™,15190,game,9.99,2008,17,0
RPG Maker: Sci-Fi Tiles,332292,dlc,9.99,2015,0,0
Ys VI: The Ark of Napishtim,312540,game,19.99,2015,0,0
Nancy Drew®: Alibi in Ashes,202670,game,6.99,2011,0,0
Defenders of Ardania: Battlemagic,200300,dlc,1.99,2012,0,1
Dungeon Crawlers HD,355100,game,4.99,2015,0,0
Cyberpunk 3776,343170,game,9.99,2015,0,0
Crusader Kings II: Songs of the Caliph,210893,dlc,1.99,2012,0,1
Bloodbath,304150,game,14.99,2014,0,1
TANE DLC: Chinese Electric SS4 Locomotive Pack,404210,dlc,17.99,2016,0,1
Bruce Lee's Costume (Male),437980,dlc,9.99,2016,0,1
Kingdom,368230,game,9.99,2015,0,0
Auto-Set Porsche und Mercedes,371491,dlc,13.99,2015,0,0
BR Provincial Sector Class 143 Add-on Livery,275163,dlc,4.99,2014,0,0
Vampire: The Masquerade - Bloodlines,2600,game,19.99,2007,17,0
Decent Icons,395760,game,1.99,2016,0,0
Metro: Last Light - Faction Pack,222804,dlc,4.99,2013,17,0
Botology - Map Targul for Survival Mode,388670,dlc,0.99,2015,0,0
Paper Train Traffic,447310,game,1.99,2016,0,0
Cherry Tree High Comedy Club Demo,223890,demo,0,1970,0,0
Europa Universalis IV: Mare Nostrum,436120,dlc,14.99,2016,0,1
Rocksmith® 2014 – Tesla - “Modern Day Cowboy”,369760,dlc,2.99,2015,0,0
PT Boats: South Gambit,10260,game,9.99,2011,0,1
Miniature Gods,367280,dlc,0.99,2015,0,0
Barren Roads,341660,game,14.99,2015,0,1
Super Monday Night Combat - Turbocross Bundle,212520,dlc,14.99,1970,0,1
Ghost,463270,game,0,2016,0,0
Hero Siege - The Depths of Hell,331180,dlc,2.99,2015,0,1
Max and the Magic Marker,50820,game,0,2010,0,0
Wildlife Park 2 - Crazy Zoo,306480,game,3.99,2014,0,0
Rocksmith® 2014 – Flogging Molly - “Drunken Lullabies”,342793,dlc,2.99,2015,0,0
Uplink,1510,game,9.99,2006,0,0
The Last Witch Hunter,453920,video,4.99,2016,0,0
Alea Jacta Est Cantabrian Wars,329550,dlc,3.99,2014,0,1
Puzzle Dimension,57200,game,2.99,2010,0,0
planktOs,330500,game,4.99,2016,0,0
Street Fighter X Tekken: TK Booster Pack 7 ,210093,dlc,0.99,2013,0,1
Napoleon: Total War Demo,34050,demo,0,2010,0,0
Battle Academy - Blitzkrieg France,287090,dlc,9.99,2014,0,1
Grand Ages: Rome,23450,game,9.99,2009,0,1
Hull BreacH,431830,game,16.49,2016,0,0
RollerCoaster Tycoon World™,282560,game,49.99,2016,0,0
Luxor 2,15920,game,9.99,2008,0,0
States Firms & Households,458820,game,19.99,2016,0,1
Rogue's Tale,265990,game,4.99,2014,0,0
Super Puzzle Platformer Deluxe,238530,game,7.99,2013,0,1
Fantasy Grounds - Call of Cthulhu: Shadows of Yog-Sothoth,308020,dlc,19.99,2014,0,1
Europa Universalis IV: Native Americans Unit Pack,241371,dlc,1.99,2014,0,1
Star Trek Online: Steam Starter Pack,9908,dlc,24.99,2012,0,1
Wild Frontera,330110,game,4.99,2015,0,1
Wargame: European Escalation - ''Fatal Error'' (Free DLC),58643,dlc,0,2012,0,1
Warhammer 40000: Armageddon - Soundtrack,437110,dlc,0.99,2016,0,1
Cabals: Magic & Battle Cards,458410,game,0,1970,0,1
FSX: Steam Edition - Stornoway Airport (EGPO) Add-On,352183,dlc,16.99,2015,0,1
The Crew™ Speed Car Pack,315393,dlc,6.99,2015,0,0
Protoshift,398070,game,1.99,2016,0,0
Tomb Raider: Tomb of the Lost Adventurer,208812,dlc,2.99,2013,0,1
Rocksmith® 2014 – Linkin Park - “What I’ve Done”,295092,dlc,2.99,2015,0,0
Agarest 2 - Bundle #8,343426,dlc,9.99,2015,0,0
Pure Pool,300610,game,12.99,2014,0,1
Escape From Paradise 2,47120,game,9.99,2010,0,0
Hardcore Package Part 1 / for Hacker Evolution: Untold,259240,dlc,1.99,2013,0,0
Eschalon: Book II,25620,game,9.99,2010,0,0
Space Bit Attack,458290,game,4.99,2016,0,0
KAMI,272040,game,3.99,2014,0,0
Cargo 3,318690,game,4.99,2014,17,0
Grass Simulator - Soundtrack,341610,dlc,2.99,2015,0,0
Rocksmith - Pearl Jam - Black,206111,dlc,2.99,2012,0,0
No Pineapple Left Behind,350090,game,9.99,2016,0,0
Jagged Alliance - Back in Action,57740,game,29.99,2012,17,0
X-Plane 10 AddOn - Carenado - C340 II,339384,dlc,29.99,2015,0,1
Trino,42000,game,4.99,2011,0,0
Sky To Fly: Faster Than Wind,403850,game,3.99,2016,0,0
Phoenix Force,332480,game,4.99,2014,0,0
Julai,458900,game,19.99,2016,0,0
Steve Chong Finds Out That Suicide is a Bad Idea,382780,video,1.99,2015,14,0
Final Rush,263480,game,4.99,2014,0,1
Botology - Map Zerex for Survival Mode,385160,dlc,0.99,2015,0,0
Construction Simulator 2015: Vertical Skyline,404280,dlc,0,2015,0,1
Rocksmith® 2014 – The Who - “Baba O’Riley”,258372,dlc,2.99,2013,0,0
Nuclear Throne,242680,game,11.99,2015,0,0
Tropico 5 - T-Day,306392,dlc,3.99,2015,0,1
Morphopolis,314020,game,1.99,2014,0,0
Hero Battle,463000,game,13.99,2016,0,1
Guardians of Middle-earth: The Striker Bundle,111913,dlc,14.99,2013,0,1
Blue Bird,434600,game,0,1970,0,0
Dungeon Defenders: Assault Mission Pack,204385,dlc,1.99,2012,0,0
Supreme: Pizza Empire,318260,game,9.99,2015,0,0
Happy Wars,246280,game,0,2014,0,1
Samurai Warriors Mashup Set,445262,dlc,36.99,2016,17,1
Rocksmith® 2014 – Jimi Hendrix - “Manic Depression”,295072,dlc,2.99,2014,0,0
Immortal Empire - Master Pack,465834,dlc,79.99,2016,0,1
Sniper Tactical,374170,game,4.99,2016,0,0
NEKOPARA Vol. 1,333600,game,9.99,2014,17,0
Mythic Wonders: The Philosopher's Stone,458480,game,9.99,2016,0,0
Automation - Official Sound Track,359180,dlc,4.99,2015,0,0
The Cameron Files: The Secret at Loch Ness,302170,game,2.99,2014,0,0
Ship Simulator: Maritime Search and Rescue,274010,game,17.99,2014,0,0
BLACKHOLE,322680,game,8.99,2015,0,0
Pinball FX2 - Aliens vs. Pinball,459450,dlc,9.99,2016,0,0
Train Simulator: Class 390 EMU Add-On,208343,dlc,8.99,2012,0,0
Train Simulator: Ruhr-Sieg Route Add-On,208304,dlc,8.99,2012,0,0
Narcissu 1st & 2nd Original Sound Track,295510,dlc,7.99,2014,0,0
Zombie Driver HD Demo,220840,demo,0,2012,0,0
A Wizard's Lizard,280040,game,9.99,2014,0,0
Gothic 3: Forsaken Gods Enhanced Edition,65600,game,9.99,2011,0,0
Remember Me,228300,game,29.99,2013,16,0
Gish,9500,game,9.99,2007,0,1
Red Orchestra: Ostfront 41-45,1200,game,9.99,2006,0,1
Perfect Universe,405720,game,9.99,2016,0,1
Divinity: Original Sin (Classic),230230,game,0,2014,0,1
Talisman - Character Pack #2 - Courtesan,258814,dlc,1.99,2014,0,1
Gravity Badgers,267060,game,4.99,2013,0,0
Street Fighter X Tekken: Gems Assist 5 ,210097,dlc,0.99,2013,0,1
VERSUS: The Lost Ones Demo,396240,demo,0,2015,0,0
Mad Max (1979),398330,video,0,1979,17,0
VRC PRO Electric 1:8 Buggy,419980,dlc,9.99,2015,0,1
No Time To Live,397940,game,1.99,2015,0,0
Warlock 2: Wrath of the Nagas,306150,dlc,14.99,2014,0,1
Sandmason Demo,361070,demo,0,2015,0,1
Rocksmith® 2014 – Regal Singles Song Pack,369787,dlc,11.99,2015,0,0
Rocksmith® 2014 – Wolfmother - “Joker and the Thief”,390379,dlc,2.99,2015,0,0
It's A Wipe!,330620,game,4.99,2014,0,0
Minimon,308520,game,9.99,2015,0,1
Beyond Good and Evil™,15130,game,9.99,2008,0,0
Sakura Clicker - Kunoichi Outfit,393022,dlc,0.99,2015,17,0
Resident Evil: Revelations Demo,231250,demo,0,1970,17,0
Salammbô: Battle for Carthage,301670,game,4.99,2014,0,0
30 IMPOSSIBLE LEVELS,459910,game,3.99,2016,0,0
Bitweb,375220,game,0,2015,0,0
Choice Chamber,359960,game,9.99,2015,0,1
Rocksmith - blink-182 - What's My Age Again?,206115,dlc,2.99,2012,0,0
The Red Solstice Soundtrack,403910,dlc,3.99,2015,0,1
Midnight Mysteries: Witches of Abraham - Collector's Edition,332810,game,13.99,2014,0,0
Saints Row IV - Wild West Pack,247294,dlc,2.99,2013,17,0
LOUD on Planet X,365200,game,7.99,2016,0,0
Train Simulator: Class 86 Loco Add-On,208379,dlc,12.99,2012,0,0
Sleeping Dogs: Movie Masters Pack,216332,dlc,1.99,2013,17,0
Street Fighter X Tekken: Lili (Swap Costume),210052,dlc,0.99,2012,0,1
The Last Federation,273070,game,19.99,2014,0,0
Starship Rubicon Demo,422170,demo,0,2015,0,0
Dreamscapes: Nightmare's Heir - Premium Edition,353110,game,6.99,2015,0,0
Rocksmith® 2014 – Focus - “Hocus Pocus”,390374,dlc,2.99,2015,0,0
Unhack - Digital Artbook,374100,dlc,1.99,2015,0,0
Heroes® of Might & Magic® III - HD Edition,297000,game,14.99,2015,0,1
Cibele - Soundtrack,414590,dlc,5.99,2015,18,0
Emporea: Realms of War and Magic,416450,game,0,2016,0,1
DB BR420 Orange Add-on Livery Pack,256531,dlc,4.99,2014,0,0
Battlestations: Midway,6870,game,6.99,2007,0,0
Pix the Cat,330180,game,9.99,2015,0,1
ArcheBlade™,207230,game,0,2014,0,1
8-Bit Adventures: The Forgotten Journey Remastered Edition,370300,game,9.99,2015,0,0
Trainz Driver DLC: Newcastle Shunter,457620,dlc,3.99,2016,0,0
Fjall,398900,game,2.99,2015,0,0
Crossbow Warrior - The Legend of William Tell,412010,game,6.99,2015,0,0
MX vs. ATV Supercross Encore - 2015 Husqvarna TC 250 MX,429906,dlc,2.99,2016,0,1
Midnight Club 2,12160,game,9.99,2008,0,1
Samudai,342740,game,2.99,2015,0,1
Defragmented,426170,game,14.99,2016,0,0
Venetica - Gold Edition,338140,game,9.99,2015,0,0
DCS: MiG-21Bis,316964,dlc,49.99,2014,0,1
Starlight Inception™?,250720,game,9.99,2014,13,1
Clan of Champions - New Helmet Pack 1,215309,dlc,1.99,2012,18,1
FullBlast,429220,game,5.99,2016,0,0
Din's Curse Demo,218110,demo,0,2012,0,1
Formula Truck 2013,273750,game,14.99,2015,0,1
Sunny Hillride,378490,game,1.99,2016,0,0
Overlord: Fellowship of Evil,306670,game,18.99,2015,0,1
Official Guide - Millennium 3,357080,dlc,3.99,2015,0,0
Sharpe Investigations: Death on the Seine,288630,game,6.99,2014,0,0
Pure Hold'em - Vortex Chip Set,342600,dlc,2.99,2015,0,1
Roads of Rome 2,411060,game,3.99,2015,0,0
Timelines: Assault on America,234060,game,4.99,2013,0,1
Farming Simulator 15 - Official Expansion (GOLD),374851,dlc,14.99,2015,0,1
Into The Gloom,342350,game,2.99,2015,0,0
Settled,445750,game,1.99,2016,17,0
Awesomenauts: Overdrive Expansion,425540,dlc,8.99,2016,0,1
ePic Character Generator - Season #1: Modern Male,409204,dlc,8.99,2015,0,0
Owys,394770,game,0.99,2015,0,1
